Kernel,Algorithmic_AI,Measured_GFLOP_per_s,Predicted_Roofline_GFLOP_per_s,Roofline_Efficiency_Percent,Predicted_Bound
GEMM S=128,58.973821989528794,80.58971345576563,1724.4199290908084,4.673438998020404,Compute
GEMM S=512,190.91525423728814,80.52455499997328,1724.4199290908084,4.669660425603492,Compute
GEMV,0.4996673024885774,17.268637465743325,65.06929399099108,26.538842527066894,Bandwidth
Attention S=128,10.916666666666666,11.510646912918148,1421.6255280206667,0.809682063668655,Bandwidth
Attention S=512,14.555555555555555,58.818661866289396,1724.4199290908084,3.410924501278597,Compute
