threads,repeats,warmups,iterations,median_ms,min_ms,max_ms,FLOPs,GFLOP_per_s,checksum
8,20000000,2,9,47.505830000000003,47.416651999999999,47.859377000000002,81920000000,1724.4199290908084,19247.845703125
